conversation_id,title,url
68d2576e-4b9c-8326-aec8-17964e5aabc5,Award in paper acknowledgments,https://pmc.ncbi.nlm.nih.gov/articles/PMC7227421/
68d2576e-4b9c-8326-aec8-17964e5aabc5,Award in paper acknowledgments,https://pubmed.ncbi.nlm.nih.gov/31652074/
68fbcbce-189c-832f-b935-3a638ce8b0a9,Tom Ford details,https://en.wikipedia.org/wiki/Tom_Ford_%28snooker_player%29
68fbcbce-189c-832f-b935-3a638ce8b0a9,Tom Ford details,https://en.wikipedia.org/wiki/Judd_Trump
68fbcbce-189c-832f-b935-3a638ce8b0a9,Tom Ford details,https://snookerhq.com/2023/09/09/list-of-english-open-qualifiers-results/
68dee529-63b8-8327-8e15-258b72179aa7,Paper author search results,https://www.nber.org/system/files/working_papers/w28688/w28688.pdf
68dee529-63b8-8327-8e15-258b72179aa7,Paper author search results,https://www.iza.org/person/1117
68dee529-63b8-8327-8e15-258b72179aa7,Paper author search results,https://sloan.org/storage/app/media/programs/SRF/2018-SRF-Press-Release.pdf
68fe824a-1f7c-832e-a7c3-d8ee94738b4b,William E. Fry search,https://dlg.usg.edu/record/fcs_19_373
68fe824a-1f7c-832e-a7c3-d8ee94738b4b,William E. Fry search,https://en.wikipedia.org/wiki/The_Memphis_13
68fe8483-97a0-832a-b139-7c2262cb4757,City of author birth,https://en.wikipedia.org/wiki/Kishwar_Desai
68fbba51-e2a0-8326-b88f-dee70d2bc52c,Korean champion ability query,https://dotesports.com/tft/news/all-tft-world-championship-title-winners
68fbbcb2-6250-832a-9963-83260d0eefe6,Historian criticized for inaccuracies,https://en.wikipedia.org/wiki/James_Anthony_Froude
68fe8235-a464-832a-a7b9-162d150562c2,Room inspiration for author,https://human.libretexts.org/Courses/Lumen_Learning/Book%3A_Introduction_to_Literature-2_%28Lumen%29/24%3A_Library/24.4%3A_Ethan_Frome_by_Edith_Wharton
68fbba30-1c4c-8332-afdd-46c228756d1d,Sports position inquiry,https://en.wikipedia.org/wiki/Ron_Jarden
68d272f1-98ac-8323-8075-51dfcc111f69,Book subtitle inquiry,https://books.google.com/books/about/Capitalism.html?id=Qm3nDwAAQBAJ
68fe848e-c1a4-8331-8f81-eba20b2f2033,LEC Summer 2021 Final,https://gol.gg/tournament/tournament-matchlist/LEC%20Summer%20Playoffs%202021/
68d26b81-254c-8324-bbbf-23434207c0f0,Professor Trefor Jenkins award,https://www.assaf.org.za/2025/07/07/farewell-to-a-pioneer-in-south-african-science/
68d25883-f830-8322-a8dc-f50086388e2b,Monument dedication inquiry,https://www.spomenikdatabase.org/zenica
68fe873a-abcc-832f-a959-19b6ae90bc02,One Red Rose,https://www.victorianresearch.org/atcl/show_illustrator.php?iid=157
68fe873a-abcc-832f-a959-19b6ae90bc02,One Red Rose,https://en.wikipedia.org/wiki/Gertrude_Demain_Hammond
68fe873a-abcc-832f-a959-19b6ae90bc02,One Red Rose,https://www.victorianresearch.org/atcl/show_author.php?aid=3115
68fbb89a-1288-832b-ac7c-628e1c5760c4,Television documentary trivia,https://broadcasting-history.ca/personalities/chandrasekar-jaya/
68de4938-04ac-8325-bc8a-20f8805fe196,Author identification request,https://www.reuters.com/article/world/uk/bmw-says-electric-car-mass-production-not-viable-until-2020-idUSKBN1GY1BN/
68d25220-f754-832b-845b-05b5cf7b8b04,Manga antagonist and movements,https://rozenmaiden.fandom.com/wiki/Kanaria
68d9acd1-88bc-8329-8137-43f7e9a7b5ba,Source name inquiry,https://victorianresearch.org/googling.pdf
68fe7dd2-8cf8-832a-a4e9-91cbdc081618,Funding amount inquiry,https://www.washingtonpost.com/archive/lifestyle/style/1989/06/18/why-the-corcoran-made-a-big-mistake/7f6a81e1-624c-4e8c-8e48-56fdecf80fd5/
68fbba27-1750-8326-8467-62a13f3199ce,Band founded by musicians,https://en.wikipedia.org/wiki/We_Are_the_Ocean
68d9ab3b-637c-8321-97e1-3f60f4558487,Elevator accident incident,https://www.fox13now.com/news/local-news/fox-13-investigates-elevator-danger
68dee4c8-a85c-832b-85d5-d3ec3e5df73a,Author identification request,https://mga.ieee.org/images/files/mga_minutes_2017_through_1992.pdf
68fb6712-c7d4-832d-80b3-b8f9420d66d3,Person A full name,https://en.wikipedia.org/wiki/Russell_Lyons
68fbbc9a-9df0-832a-87e5-f4eaf9517095,Olympics flag bearer identity,https://en.wikipedia.org/wiki/Marien_Michel_Ngouabi
68fe8e25-abec-8330-a2f7-a2c8d987e4ac,Card identification request,https://yugioh.fandom.com/wiki/Brionac%2C_Dragon_of_the_Ice_Barrier
68fe8e25-abec-8330-a2f7-a2c8d987e4ac,Card identification request,https://yugioh.fandom.com/wiki/Yu-Gi-Oh%21_World_Championship_2011
68fe8e25-abec-8330-a2f7-a2c8d987e4ac,Card identification request,https://yugioh.fandom.com/wiki/Card_Trivia%3ANekroz_of_Brionac
68fe8e25-abec-8330-a2f7-a2c8d987e4ac,Card identification request,https://yugioh.fandom.com/wiki/Historic_Forbidden/Limited_Chart
68d9aa4f-5974-8331-849e-925dec55d309,Beetle species misidentification,https://pmc.ncbi.nlm.nih.gov/articles/PMC7009705/
68fbb749-ff58-8329-a83c-726af28d4a56,Match substitute inquiry,https://en.wikipedia.org/wiki/Sam_Allardyce
68fb6850-188c-8333-8ccf-4cc546b4db4a,Marie of Romania title,https://en.wikipedia.org/wiki/Marie_of_Romania
68d3b448-577c-8321-977f-fe81ec39417e,Sportsperson accident watch,https://www.history.com/articles/martin-donnelly-formula-1-crash
68fe8dfc-4008-8333-8953-e60b89898859,New chat,https://ascelibrary.org/doi/10.1061/%28ASCE%290733-947X%282008%29134%3A5%28191%29
68fb64b3-83d0-8327-a75d-230fd085a15a,Study authorship count,https://pubmed.ncbi.nlm.nih.gov/29551365/
68d9ab5b-befc-8328-be92-f336a5266c04,Athlete hometown inquiry,https://www.tennis.com/baseline/articles/verdasco-embraces-hometown-feeling-in-doha
68dee58f-fc30-8325-8034-0650012ec8b7,Identify article author,https://chass.ncsu.edu/news/2022/06/28/research-aims-to-reduce-hiv-sti-risk-factors-among-young-people-in-foster-care/
68fbba71-b344-832c-83aa-62c376811ebb,Position takeover inquiry,https://www.litcharts.com/lit/the-girl-with-the-louding-voice/characters/rebecca
68fbb8a2-0dcc-832f-ad92-8b48036fe121,Driver identification,https://en.wikipedia.org/wiki/Paddy_Hopkirk
68fe8223-9b40-8327-8cdb-2dc45a1bed02,Player birth name inquiry,https://en.wikipedia.org/wiki/Lee_Dong-jun_%28basketball%29
68fbcbf5-38dc-8326-866b-dac132cbcaa1,Librarian and historian query,https://en.wikipedia.org/wiki/Alma_Lutz
68fe8943-a398-8332-a4df-d36e448be75d,Research paper search,https://link.springer.com/article/10.1023/A%3A1026446011693
68fe8943-a398-8332-a4df-d36e448be75d,Research paper search,https://jadavpuruniversity.in/wp-content/uploads/2022/11/Annual-Report-2020-2021.pdf
68fb6738-d22c-8326-bf87-aa12ca05756c,Letter writer identification,https://www.newyorker.com/magazine/1961/03/25/letter-delayed-from-the-north
68fbb606-c520-8331-b45b-cb4e17c72df2,Blog post inquiry,https://inasianspaces.com/2019/09/09/one-spring-night-netflix-review/
68d254a6-0b64-832e-93fa-044ba2ffdcea,Thesis title investigation,https://rave.ohiolink.edu/etdc/view?acc_num=miami1533287855502478
68fe86f2-5bd8-832d-8233-d390d3852d4c,Article title identification,https://www.mdpi.com/2072-6643/7/12/5527
68d28441-0450-8333-aef9-81950fa3c0d2,Landmark identification request,https://www.thejournal.ie/choctaw-memorial-kindred-spirits-midleton-cork-3445847-Jun2017/
68d28441-0450-8333-aef9-81950fa3c0d2,Landmark identification request,https://en.wikipedia.org/wiki/Kindred_Spirits_%28sculpture%29
68fe8c4b-068c-832e-b835-169332eec52c,DOI search for article,https://pubmed.ncbi.nlm.nih.gov/27594836/
68fe8ffe-2fa0-8329-87bb-17b9d841c2e5,Artist identification query,https://en.wikipedia.org/wiki/Majida_El_Roumi
68fbba7d-ace4-832a-8fae-418cbdefe899,Find third name,https://plantmethods.biomedcentral.com/counter/pdf/10.1186/s13007-019-0479-8.pdf
68fe8215-04c4-832e-819c-6c5edf4e0807,Identify author last name,https://dspace.unza.zm/bitstreams/4219e652-cf42-499a-8dc1-be0c650805d6/download
68fe894d-adb0-8326-ab10-97e427bf7053,Artifact book title,https://www.discoveryuk.com/mysteries/what-is-the-phaistos-disc-and-what-does-it-mean/
68d3b08e-0f7c-8331-8c4e-b7d15b0eb6d4,Project abbreviation search,https://euprojects.al/euprojects/eu4culture/
68d3b08e-0f7c-8331-8c4e-b7d15b0eb6d4,Project abbreviation search,https://en.wikipedia.org/wiki/Community_Assistance_for_Reconstruction%2C_Development%2C_and_Stabilisation
68fe7dc7-ea30-8326-846b-46fa862a00c3,Dominant compound in Abies,https://www.mdpi.com/2223-7747/14/6/892
68fe7e0e-b100-8331-a6c0-759f29afd88d,Curator's city location,https://www.washingtonpost.com/archive/lifestyle/1999/04/16/names-38/01c420a6-b14a-43e3-adaa-878b675d1d6f/
68fe820b-b324-8327-b52b-1bd3314eb77c,Identify TV show lead,https://www.mentalfloss.com/article/82572/13-out-world-facts-about-mork-mindy
68fe8c54-81a4-8330-8aa5-372d97fc4d1d,Bird banding system 2021,https://www.usgs.gov/labs/bird-banding-laboratory
68fe8de7-c608-832e-8654-76a9b0e7d374,Band recovery bay name,https://www.ziniounlimited.com/es/publications/bird-watching/1419/issues/436677
68fbb8c0-2858-8329-aca3-85bd852e38b8,Business name inquiry,https://www.pataksusa.com/our-story
68fbcd63-b9c0-832f-9b39-2f4c43cb5297,Medical reviewer identified,https://www.healthline.com/health/back-pain/is-walking-good-for-sciatica
68fbcd63-b9c0-832f-9b39-2f4c43cb5297,Medical reviewer identified,https://www.biospace.com/b-healthline-b-introduces-first-internet-search-engine-dedicated-to-consumer-healthcare
68fbcd63-b9c0-832f-9b39-2f4c43cb5297,Medical reviewer identified,https://www.aaos.org/aaos-home/newsroom/press-releases/aaos-2022-media-orthopaedic-reporting-excellence-more-awards/
68fe8b44-db00-832f-8c08-e1a7bab489e4,April 2020 event title,https://en.wikipedia.org/wiki/Take_Me_to_the_World%3A_A_Sondheim_90th_Birthday_Celebration
68fb65ee-f2d8-8328-86a0-3a40ecc18656,Van Nellefabriek landmark,https://en.wikipedia.org/wiki/Van_Nelle_Factory
68fb65ee-f2d8-8328-86a0-3a40ecc18656,Van Nellefabriek landmark,https://whc.unesco.org/document/152688
68fb65ee-f2d8-8328-86a0-3a40ecc18656,Van Nellefabriek landmark,https://whc.unesco.org/en/list/1441/
68d26c7d-9a08-8326-9f1d-bed963de8076,Dinengdeng Festival winner,https://en.wikipedia.org/wiki/Dinengdeng
68d26c7d-9a08-8326-9f1d-bed963de8076,Dinengdeng Festival winner,https://aliwanfiesta.com/updates/EJRUmhMPvbT/reyna-ng-aliwan-a-glittering-gateway-to-the-global-stage
68fe8df2-a98c-8331-a131-b026745c4a42,Artist name identification,https://en.wikipedia.org/wiki/Nobel_Peace_Prize_Concert
68d27e84-5eec-8329-95f9-1eb0b0a9bd22,Duncannon Fort history,https://en.wikipedia.org/wiki/Duncannon_Fort
68d27e84-5eec-8329-95f9-1eb0b0a9bd22,Duncannon Fort history,https://www.discoverireland.ie/wexford/hooked-kitesurfing
68d27e84-5eec-8329-95f9-1eb0b0a9bd22,Duncannon Fort history,https://www.wexfordcoco.ie/sites/default/files/content/USI-R01-Duncannon-Fort-Heritage-Report.pdf
68fe7dbf-2ae8-8332-8e25-25a9885435de,Foundation renaming year,https://joburgheritage.org.za/about/
68fbba3c-1284-8329-9dd3-11b12141e4bf,Founder name lookup,https://www.animocabrands.com/bga-sebastien-borget-president
68fbbe4f-79ec-8327-8a7c-edb67dfa8492,GMO meaning clarification,https://reflectionsjournal.net/wp-content/uploads/2020/03/Reflections-19.2-V2-03.05.20.pdf
68fb6481-f728-8333-9c3b-e90d646dd5a9,Sligo Abbey identification,https://en.wikipedia.org/wiki/Sligo_Abbey
68fb6481-f728-8333-9c3b-e90d646dd5a9,Sligo Abbey identification,https://www.discoverireland.ie/sligo/wb-yeats-statue
68fb6481-f728-8333-9c3b-e90d646dd5a9,Sligo Abbey identification,https://heritageireland.ie/places-to-visit/sligo-abbey/
68fb64a5-afc8-8325-801d-a9403138f47f,Mystery settlement identified,https://pnwbestlife.com/2019-puget-sound-crab-season-extended-into-2020/
68fb64a5-afc8-8325-801d-a9403138f47f,Mystery settlement identified,https://www.islandcountywa.gov/210/Ebeys-Landing-National-Historical-Reserv
68fb64a5-afc8-8325-801d-a9403138f47f,Mystery settlement identified,https://www.ebeysreserve.com/visitor-information
68fb64a5-afc8-8325-801d-a9403138f47f,Mystery settlement identified,https://www.rome2rio.com/s/Whidbey-Island/San-Diego
68fb64a5-afc8-8325-801d-a9403138f47f,Mystery settlement identified,https://en.wikipedia.org/wiki/Sourdough_Fire
68fb64a5-afc8-8325-801d-a9403138f47f,Mystery settlement identified,https://www.mapquest.com/us/washington/central-whitbey-island-fire-rescue-station-51-521185976
68fbba49-96c0-832f-a46f-1398fbbc299b,Date of ethics competition,https://www.danielsfund.org/index.php/2015-4-27-Case-Competition
68fe8462-3a94-8325-b95f-740c1aa109cf,Person identification details,https://en.wikipedia.org/wiki/Fran%C3%A7oise_Arnoul
68d25682-9a74-832b-9fbe-f6cb41734e8e,Person in research papers,https://1000kitap.com/yazar/ayse-sirin-okyayuz-1
68d25682-9a74-832b-9fbe-f6cb41734e8e,Person in research papers,https://dergipark.org.tr/tr/download/issue-file/50426
68fe80b6-4e28-8326-a185-684b930c7dc8,Writer birthdate inquiry,https://en.wikipedia.org/wiki/Jonathan_Franzen
68fbcd6b-b37c-832f-96fd-14dad96ba110,Film title identification,https://en.wikipedia.org/wiki/Cobra_Verde
68fe8731-cad4-832a-b3ee-0f5c2fe61e34,Relationship breakup date,https://en.wikipedia.org/wiki/Alfred_Mutua
68de49db-2104-832d-bea9-3b5783e1b1fa,Book identification puzzle,https://www.the-independent.com/news/obituaries/obituary-alfred-gell-1276255.html
68de49db-2104-832d-bea9-3b5783e1b1fa,Book identification puzzle,https://en.wikipedia.org/wiki/William_A._Lessa
68de49db-2104-832d-bea9-3b5783e1b1fa,Book identification puzzle,https://ora.ox.ac.uk/objects/uuid%3Ac94f5071-7fe6-43e1-be44-6739449c2665/files/rj9602188z
68de49db-2104-832d-bea9-3b5783e1b1fa,Book identification puzzle,https://therai.org.uk/archives-and-manuscripts/obituaries/alfred-gell/
68de49db-2104-832d-bea9-3b5783e1b1fa,Book identification puzzle,https://en.wikipedia.org/wiki/Alfred_Gell
68de49db-2104-832d-bea9-3b5783e1b1fa,Book identification puzzle,https://books.google.com/books/about/Art_and_Agency.html?id=NMIRDAAAQBAJ
68fe8e0d-e880-832f-a5e1-0b108baa93e2,Mopane worm protein source,https://brandsouthafrica.com/112889/food-wine/mopane-worms/
68fe8702-c7f0-832f-9f96-c4390a130116,Book identification request,https://www.goodreads.com/book/show/27423283-the-moonlit-garden
68fbba67-6c7c-8333-a05d-c045a6fa6486,Dataset image count request,https://arxiv.org/pdf/1703.10661
68dee70d-6334-8332-8d60-e2df33e2ae5d,Short story search,https://moorcography.org/new-worlds-magazine-the-carnell-era/
68dee70d-6334-8332-8d60-e2df33e2ae5d,Short story search,https://en.wikipedia.org/wiki/The_Stamp_Collector
68fb65c3-2c80-8328-b568-450a35d11e1b,Animal rating review,https://cidermonger.wordpress.com/2013/01/28/savanna-dry-premium-cider/
68fe8c2a-c620-832a-8f18-a6430b01e18e,Terry Wogan statue name,https://www.rte.ie/news/munster/2017/0624/885247-limerick-wogan-statue/
68fe847a-21d0-832f-b055-2d82d5922937,Kasetsart University criteria,https://en.wikipedia.org/wiki/Kasetsart_University
68fe8448-013c-8326-bba7-e14174de8506,Article publication time,https://www.espn.co.uk/football/story/_/id/37524568/benni-mccarthy-coach-folly-deserves-shot
68d9ae4d-1988-8321-89ea-6be4184f6a80,Find civil authority name,https://www.reuters.com/article/2014/05/15/us-balkans-flood-idUSBREA4E0PA20140515
68d9a97a-f310-8324-8811-5226e04094e0,Author birthdate inquiry,https://en.wikipedia.org/wiki/Francis_Fukuyama
68fe8c76-f7a0-8333-997a-a6a35db0080c,Game studio team members,https://en.wikipedia.org/wiki/Age_of_Wonders_III
68fe8c76-f7a0-8333-997a-a6a35db0080c,Game studio team members,https://en.wikipedia.org/wiki/Age_of_Wonders%3A_Planetfall
68fe8c76-f7a0-8333-997a-a6a35db0080c,Game studio team members,https://www.mobygames.com/game/65265/age-of-wonders-iii/credits/windows/
68fbb796-804c-8328-b8be-a004af9caeb3,Identify individual from details,https://en.wikipedia.org/wiki/Akinwumi_Adesina
68fbb75f-bb8c-8333-9afa-3db552fc36fa,Sport in author bio,https://acphospitalist.acponline.org/archives/2013/09/free/newman.htm
68d9aa75-6314-8322-8cfb-16bd6e2388dd,Oscar winner search,https://en.wikipedia.org/wiki/Gig_Young
68fbcdae-2a0c-8325-a07f-acca13fdb456,Band formed by King Diamond,https://metalinjection.net/news/king-diamond-discusses-how-his-voice-changed-after-triple-bypass-surgery-performing-with-metallica-in-2011
68fbb8c9-c538-832a-8e75-ce80fc6912d8,Book title search,https://archive.org/details/lifeonedgecoming0000alkh
68fbbc6c-5f24-8329-b660-82648b32640e,Model full form,https://bmcpublichealth.biomedcentral.com/articles/10.1186/1471-2458-12-793
68fbbc76-6638-8328-818b-ac2b8491d3a9,Name of Olympic medalist,https://en.wikipedia.org/wiki/Catherine_Ndereba
68d2725b-d0e8-8328-9d82-c00574248e40,Writer identification query,https://en.wikipedia.org/wiki/Mayukh_Sen
68fb6867-c334-8330-ba27-e97faa39eca9,Cited article identification,https://www.go-fair.org/fair-principles/
68fe81f9-a60c-8333-a013-4489c6c9a4da,Disney writer grandmother search,https://en.wikipedia.org/wiki/Bill_Peet
68fe84a2-42a8-8333-99b2-90f309f9a00f,Taj-ul-Masajid details,https://en.wikipedia.org/wiki/Taj-ul-Masajid
68fe84a2-42a8-8333-99b2-90f309f9a00f,Taj-ul-Masajid details,https://www.hindustantimes.com/india-news/tajulmasajid-an-architectural-wonder-in-bhopal-built-by-a-woman-101718448555796.html
68fe84a2-42a8-8333-99b2-90f309f9a00f,Taj-ul-Masajid details,https://mapacademy.io/article/taj-ul-masajid-bhopal/
68fe84a2-42a8-8333-99b2-90f309f9a00f,Taj-ul-Masajid details,https://en.wikipedia.org/wiki/Moti_Masjid%2C_Bhopal
68fe84a2-42a8-8333-99b2-90f309f9a00f,Taj-ul-Masajid details,https://www.justdial.com/Bhopal/Hamidia-Hospital-Royal-Market-Near-Mothi-Masjid-Infront-Of-Taj-Ul-Masjid-Medical-College-Campus-Sultania-Road/0755P755STD612_BZDET
68fe8716-3234-8327-8d55-0b6166b596f1,Author identification report,https://absa.asn.au/post_documents/grey-grasswren-2015-report-to-saving-our-species-program/
68fe8716-3234-8327-8d55-0b6166b596f1,Author identification report,https://absa.asn.au/wp-content/uploads/2015/02/Newsletter-107.pdf
68fe8716-3234-8327-8d55-0b6166b596f1,Author identification report,https://absa.asn.au/wp-content/uploads/2015/03/REPORT-GGW-fc.pdf
68fe8991-4cd4-8326-9b51-242f30b3ffe3,Building name and location,https://www.santiagoturismo.cl/en/confiteria-torres-2/
68fbcf4c-d864-832c-b849-80f7d7633a15,Book author inquiry,https://www.sciencefriday.com/articles/the-paleobiologist-who-inspired-the-science-in-jurassic-park/
68fb6727-0b70-8329-8d92-8d9c4ed36771,Trial start month,https://time.com/7021108/monsters-menendez-brothers-true-story/
68d9ab9e-d0fc-8321-9494-2757e5b6c9a8,Toothpaste unique flavors,https://www.scribd.com/doc/227492239/Tooth-Paste
68d9ab9e-d0fc-8321-9494-2757e5b6c9a8,Toothpaste unique flavors,https://idh.cdeworld.com/news
68d9ab9e-d0fc-8321-9494-2757e5b6c9a8,Toothpaste unique flavors,https://www.cincoazul.com/en/collections/dental-1
68d3b370-2aa8-8328-a8a3-c0de89d9df43,Fungi Foundation Chile,https://forthewild.world/podcast-transcripts/giuliana-furci-on-the-divine-time-of-fungal-evolution-encore-289
68fbbe7e-6410-8333-9890-c9afb3498d6f,Study subject count,https://www.sciencedirect.com/science/article/abs/pii/S1474442209700456
68fbb8fb-61f0-832d-997b-c5d3e59a1837,Newspaper founder inquiry,https://en.wikipedia.org/wiki/The_New_Zealand_Herald
68fe900c-f828-8325-965c-0a1099ef4e39,Band identification request,https://en.wikipedia.org/wiki/Zenzenzense
68fe8c61-9f2c-8326-9be4-0830e99adfcc,Shareholding review 2022,https://totalenergies.com/media/news/press-releases/capital-increase-reserved-employees-totalenergies-2023
68fe80bd-9aa0-8331-bbd7-03de676b57d7,Author identification query,https://en.wikipedia.org/wiki/Australian_Sports_Commission_Media_Awards
